GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS413276800	2022-01-15 13:53:46.502403	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Old Orchard Beach	L3735885	H	43.5204786	-70.3688049	2016-06-19	07:00:00	obsr420647	S30324782	Traveling	P22	EBIRD	180	2.000		4	1	G4999284	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS867503250	2022-01-15 13:53:46.502403	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Old Orchard Beach	L3735885	H	43.5204786	-70.3688049	2016-06-19	07:00:00	obsr1303300	S64766585	Traveling	P22	EBIRD	180	2.000		4	1	G4999284	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS414352751	2018-08-05 12:03:54	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Saco, Water Street	L1046841	P	43.4971549	-70.4492209	2016-06-07	11:15:00	obsr179951	S30408010	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS410527355	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			OGUNQUIT, SHORE RD.	L3329994	P	43.2480435	-70.5984852	2016-06-07	18:53:00	obsr183723	S30126963	Incidental	P20	EBIRD				1	0		0	1	0		Seen or heard while working.  At low tide the shore is covered with gulls.  too far away to ID them all.		
URN:CornellLabOfOrnithology:EBIRD:OBS413911406	2016-06-24 19:07:02	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			US-Maine-York-24 Church St - 43.173x-70.612	L4732326	P	43.1733946	-70.6119995	2016-06-23	12:05:00	obsr352666	S30375249	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS415029879	2016-06-29 17:50:24	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			US-ME-Wells-2-60 Mile Rd - 43.3044x-70.5844	L4747033	P	43.3043590	-70.5844260	2016-06-29	17:49:00	obsr524567	S30459793	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS420967335	2021-03-19 06:51:44.673936	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Beach and trails	L131590	H	43.4421372	-70.3512110	2016-07-29	13:27:00	obsr102367	S30915375	Traveling	P22	EBIRD	66	0.241		3	1	G1866753	0	1	0		this list is actually for the small pond adjacent to the parking lot for the beach<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS420689697	2021-03-19 06:51:44.673936	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Beach and trails	L131590	H	43.4421372	-70.3512110	2016-07-29	13:27:00	obsr26632	S30893782	Traveling	P22	EBIRD	66	0.241		3	1	G1866753	0	1	0		this list is actually for the small pond adjacent to the parking lot for the beach<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS420454763	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031		30			Wells Beach	L464998	H	43.2978231	-70.5681038	2016-07-27	11:42:00	obsr292335	S30876301	Traveling	P22	EBIRD	46	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421089162	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031					Cape Neddick Light	L167741	H	43.1653000	-70.5931800	2016-07-31	13:00:00	obsr427563	S30924249	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS420967302	2021-03-19 06:51:44.673936	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Beach and trails	L131590	H	43.4421372	-70.3512110	2016-07-29	13:27:00	obsr427651	S30915372	Traveling	P22	EBIRD	66	0.241		3	1	G1866753	0	1	0		this list is actually for the small pond adjacent to the parking lot for the beach<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS420338805	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				8					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			stakeout King Rail--Eldridge Road, Wells (2016-2018)	L4686574	H	43.2909708	-70.5719903	2016-07-27	04:30:00	obsr323614	S30867221	Traveling	P22	EBIRD	180	3.000		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.3 Build 71		
URN:CornellLabOfOrnithology:EBIRD:OBS415311020	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3436	30			Wells	L198255	T	43.3219900	-70.5809000	2016-07-01	04:50:00	obsr31631	S30481711	Traveling	P22	EBIRD	405	24.140		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS415817809	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			stakeout King Rail--Eldridge Road, Wells (2016-2018)	L4686574	H	43.2909708	-70.5719903	2016-07-03	11:40:00	obsr317171	S30518239	Stationary	P21	EBIRD	60			1	1		0	1	0		the king rail was reported July 1 so I came in hopes of some good views	near Billy's Chowder House	
URN:CornellLabOfOrnithology:EBIRD:OBS419905279	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Oxcart Lane, Wells	L522089	H	43.3074423	-70.5685329	2016-07-24	08:30:00	obsr41058	S30833542	Traveling	P22	EBIRD	240	3.219		1	1		0	1	0		Kayak trip thru. Marsh and one mile north of harbor		
URN:CornellLabOfOrnithology:EBIRD:OBS418268828	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			stakeout King Rail--Eldridge Road, Wells (2016-2018)	L4686574	H	43.2909708	-70.5719903	2016-07-16	06:30:00	obsr272549	S30712857	Stationary	P21	EBIRD	100			1	1		0	1	0		sunny  70-76 degrees.  I never saw or heard the King Rail, although a lot of other birds kept me occupied. At one point another gentlemen was waiting with me for about 20 minutes.	sitting on Telephone wires at corner of Eldridge and Webhanet.  Calling the distinctive "Uh-Uh". Noticeably different call from the nearby American Crows.	
URN:CornellLabOfOrnithology:EBIRD:OBS415927319	2016-07-04 14:27:09	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			US-ME-Kennebunk-227-449 Portland Rd - 43.3978x-70.5290	L4760108	P	43.3978260	-70.5290290	2016-07-04	14:26:00	obsr103682	S30527149	Incidental	P20	EBIRD				1	0		0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS421363985	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Wells Beach	L464998	H	43.2978231	-70.5681038	2016-08-02	08:35:00	obsr308108	S30945765	Traveling	P22	EBIRD	40	1.770		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS423705191	2018-08-05 12:05:06	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Great Pond	L492467	H	43.4439770	-70.3474975	2016-08-16	14:30:00	obsr441430	S31120468	Stationary	P21	EBIRD	30			1	1		0	1	0		Partly cloudy, 79 degrees F. <br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS424789173	2016-08-22 16:39:34	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Harbor Rd., Wells	L1437582	H	43.3206076	-70.5743180	2016-08-22	13:24:00	obsr97511	S31200937	Traveling	P22	EBIRD	40	0.241		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS516567783	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Great Pond	L492467	H	43.4439770	-70.3474975	2016-08-04	14:16:00	obsr548523	S37991588	Stationary	P21	EBIRD	90			7	1	G2520903	0	1	0			1-3 on the way there calling up a storm	
URN:CornellLabOfOrnithology:EBIRD:OBS423801815	2016-08-17 10:10:07	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				7					United States	US	Maine	US-ME	York	US-ME-031		30			Hannafords 	L4862371	P	43.5112310	-70.4349320	2016-08-17	10:01:00	obsr444896	S31128231	Stationary	P21	EBIRD	2			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75	Calling out and flying over parking lot.	
URN:CornellLabOfOrnithology:EBIRD:OBS422801859	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Ogunquit Beach	L1797196	H	43.2626424	-70.5890272	2016-08-11	05:48:00	obsr330808	S31052004	Traveling	P22	EBIRD	60	2.092		1	1		0	1	0		Estuary & beach		
URN:CornellLabOfOrnithology:EBIRD:OBS422510451	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford - town	L4846531	P	43.4910621	-70.4545498	2016-08-08	13:45:00	obsr93447	S31030732	Incidental	P20	EBIRD				2	0	G1877658	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421794407	2016-08-05 06:52:05	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Oxcart Lane, Wells	L522089	H	43.3074423	-70.5685329	2016-08-05	06:05:00	obsr435039	S30977970	Stationary	P21	EBIRD	46			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422534911	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool	L486255	H	43.4441328	-70.3623676	2016-08-09	09:30:00	obsr594161	S31032540	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422295593	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	York	US-ME-031		30			Fort McClary SP, Kittery	L2260513	H	43.0824064	-70.7103038	2016-08-04	16:45:00	obsr279344	S31014313	Traveling	P22	EBIRD	11	0.161		1	1		0	1	0		Clear, 79 degrees F.  Hiked & birded the picnic area across the street from the fort.		
URN:CornellLabOfOrnithology:EBIRD:OBS424470834	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			stakeout King Rail--Eldridge Road, Wells (2016-2018)	L4686574	H	43.2909708	-70.5719903	2016-08-21	08:20:00	obsr109779	S31177062	Stationary	P21	EBIRD_ME	46			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS422590512	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Great Pond	L492467	H	43.4439770	-70.3474975	2016-08-09	16:30:00	obsr352828	S31036306	Stationary	P21	EBIRD	30			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.5 Build 73		
URN:CornellLabOfOrnithology:EBIRD:OBS423147123	2016-08-13 14:55:43	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031		30			Collins Ave. (Biddeford Crossing) -- Biddeford	L3346068	P	43.4742302	-70.5118847	2016-08-13	13:22:00	obsr97511	S31079679	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421486857	2016-08-03 06:42:25	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				10					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Oxcart Lane, Wells	L522089	H	43.3074423	-70.5685329	2016-08-03	06:19:00	obsr435039	S30955069	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421651399	2018-08-05 12:04:58	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Oxcart Lane, Wells	L522089	H	43.3074423	-70.5685329	2016-08-04	06:00:00	obsr435039	S30966785	Stationary	P21	EBIRD	61			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS430473077	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	York	US-ME-031		30			Kittery Point, ME	L4931134	P	43.0826494	-70.7071978	2016-08-15		obsr131729	S31630124	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS423637961	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Great Pond	L492467	H	43.4439770	-70.3474975	2016-08-15	07:00:00	obsr320886	S31114943	Traveling	P22	EBIRD	150	24.140		4	1	G1897704	0	1	0		with Derek Lovitz, Sam and Patty Wainright, 80's, humid, high tide	route one Saco, near abandoned Burger King in parking lot	
URN:CornellLabOfOrnithology:EBIRD:OBS421379346	2016-08-02 12:11:30	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Saco Rte 1 Fast food row--Saco, ME	L3091238	P	43.5096018	-70.4350503	2016-08-02	12:04:00	obsr276943	S30946957	Incidental	P20	EBIRD				1	0		0	1	0		<br />Submitted from eBird for iOS, version 1.2.3 Build 71		
URN:CornellLabOfOrnithology:EBIRD:OBS425519094	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Great Pond	L492467	H	43.4439770	-70.3474975	2016-08-15	07:00:00	obsr502076	S31255584	Traveling	P22	EBIRD	150	24.140		4	1	G1897704	0	1	0			route one Saco, near abandoned Burger King in parking lot	
URN:CornellLabOfOrnithology:EBIRD:OBS422766674	2021-03-19 06:51:44.673936	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				5					United States	US	Maine	US-ME	York	US-ME-031		30			US 1 & Bourne Ave., Ogunquit	L4849551	P	43.2753150	-70.5971897	2016-08-10	19:00:00	obsr330808	S31049407	Stationary	P21	EBIRD	16			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422510423	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford - town	L4846531	P	43.4910621	-70.4545498	2016-08-08	13:45:00	obsr51849	S31030729	Incidental	P20	EBIRD				2	0	G1877658	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421889348	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford Pool--Great Pond	L492467	H	43.4439770	-70.3474975	2016-08-04	14:16:00	obsr546612	S30985467	Stationary	P21	EBIRD	90			7	1	G2520903	0	1	0		Immediately saw the LIEG with a bunch of SNEGs in a cluster of low trees on the ocean side of the pond also got AMPI so I got 2 lifers today WOOPIE!!!!!!!	1-3 on the way there calling up a storm	
URN:CornellLabOfOrnithology:EBIRD:OBS433523817	2016-10-02 08:47:09	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Harbor Rd., Wells	L1437582	H	43.3206076	-70.5743180	2016-09-18	13:37:00	obsr224135	S31850208	Traveling	P22	EBIRD	60	0.805		2	1		0	1	0		Webhannet Marsh, Wells, Maine		
URN:CornellLabOfOrnithology:EBIRD:OBS428739548	2016-09-09 19:49:41	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford-1-5 West St 	L4911692	P	43.4826460	-70.4707310	2016-09-09	08:57:00	obsr531374	S31499254	Incidental	P20	EBIRD				2	0	G1917044	0	1	0		Sunny, 75F <br />Submitted from eBird for iOS, version 1.2.6 Build 75	At the corner by the Burger King parking lot and in cemetery. small crows, heard making 'uh-uh' calls	
URN:CornellLabOfOrnithology:EBIRD:OBS430117929	2016-09-16 07:21:25	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford 5 Points	L4927134	P	43.4828737	-70.4712995	2016-09-15	12:15:00	obsr179951	S31602674	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS428199699	2016-09-06 23:36:10	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford - Five Points	L2764150	P	43.4823447	-70.4712318	2016-09-05	18:00:00	obsr317171	S31459498	Incidental	P20	EBIRD				3	0		0	1	0		with Sue Keefer and Steve Norris		
URN:CornellLabOfOrnithology:EBIRD:OBS431539607	2016-09-22 22:09:06	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford - downtown	L1863865	P	43.4920988	-70.4540315	2016-09-17	14:20:00	obsr317171	S31712427	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS428622262	2016-09-09 19:49:41	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford-1-5 West St 	L4911692	P	43.4826460	-70.4707310	2016-09-09	08:57:00	obsr176060	S31491545	Incidental	P20	EBIRD				2	0	G1917044	0	1	0		Sunny, 75F <br />Submitted from eBird for iOS, version 1.2.6 Build 75	At the corner by the Burger King parking lot and in cemetery. small crows, heard making 'uh-uh' calls	
URN:CornellLabOfOrnithology:EBIRD:OBS427742284	2016-09-05 06:53:19	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			US-ME-Kennebunk-04043 - 43.4105x-70.5607	L4902589	P	43.4104760	-70.5606730	2016-09-05	06:52:00	obsr103682	S31427511	Incidental	P20	EBIRD				1	0		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS427806918	2016-09-05 12:06:51	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			US-ME-Kennebunk-212-224 Sea Rd - 43.3550x-70.5056	L4903219	P	43.3550460	-70.5055870	2016-09-05	12:05:00	obsr103682	S31431699	Stationary	P21	EBIRD	15			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS427605312	2019-04-16 21:00:14	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Hope Cemetery & Woods	L8997243	H	43.3890193	-70.5369364	2016-09-04	16:01:00	obsr103682	S31418506	Traveling	P22	EBIRD	35	0.161		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS428935735	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Marginal Way, Ogunquit	L229085	H	43.2426687	-70.5892445	2016-09-10	11:30:00	obsr643030	S31513971	Traveling	P22	EBIRD	90	4.023		1	1		0	1	0		72 Degrees Partly Sunny - Walk on the Marginal Way w Herb. <br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS429974921	2016-09-15 12:06:44	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Wells Harbor	L192297	H	43.3202360	-70.5622100	2016-09-15	11:34:00	obsr183723	S31591564	Stationary	P21	EBIRD	32			1	1		0	1	0		<br />Submitted from eBird Android 1.0.4		
URN:CornellLabOfOrnithology:EBIRD:OBS429966646	2018-08-06 19:52:57	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30	USFWS_101		Timber Point Trail	L2148158	P	43.4045486	-70.3962708	2016-09-15	06:57:00	obsr197741	S31590947	Traveling	P22	EBIRD	180	1.207		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS438656970	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Wells Beach	L464998	H	43.2978231	-70.5681038	2016-09-14	08:37:00	obsr546612	S32238079	Stationary	P21	EBIRD	80			2	1		0	1	0		Looking for BHGU.		
URN:CornellLabOfOrnithology:EBIRD:OBS432993013	2016-09-30 11:02:02	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Drakes Island Rd., Wells	L464996	H	43.3286742	-70.5566883	2016-09-29	16:21:00	obsr103682	S31813222	Traveling	P22	EBIRD	10	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427025722	2016-09-02 14:28:40	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031		30			Main St. (shopping plaza) -- Sanford	L4895445	P	43.4004591	-70.7019782	2016-09-02	06:24:00	obsr97511	S31376325	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427044749	2018-08-05 12:05:13	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	York	US-ME-031		30			Parsons Way (Ocean Ave)	L4184399	H	43.3466225	-70.4729605	2016-09-01	17:00:00	obsr403686	S31377692	Traveling	P22	EBIRD	120	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS431402691	2016-10-19 18:37:39	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			US-ME-Saco-74-98 Smith Ln - 43.5079x-70.4354	L4941303	P	43.5079180	-70.4354070	2016-09-22	08:40:00	obsr408592	S31702397	Incidental	P20	EBIRD				3	0	G1935380	0	1	0		Birds were adjacent to the Kentucky Fried Chicken store, 491 Main Street, Route One, in Saco. with Sue Kistenmacher and Glenn Hodgkins. --Submitted from eBird for iOS, version 1.3.0 Build 86	relatively smaller than AMCO. Also heard FICR distinctive nasal call	
URN:CornellLabOfOrnithology:EBIRD:OBS427767617	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Harbor Rd., Wells	L1437582	H	43.3206076	-70.5743180	2016-09-05	09:36:00	obsr103682	S31429135	Traveling	P22	EBIRD	18	0.805		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS427469694	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Wells Harbor	L192297	H	43.3202360	-70.5622100	2016-09-04	06:22:00	obsr103682	S31409887	Traveling	P22	EBIRD	65	2.414		1	1		0	1	0		West and east sides of harbor and pannes along bridge at one mile rd <br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS432990375	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Wells Harbor	L192297	H	43.3202360	-70.5622100	2016-09-29	15:57:00	obsr103682	S31812870	Traveling	P22	EBIRD	17	0.161		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS429508779	2016-09-12 20:19:25	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Palace Diner	L4921094	P	43.4924793	-70.4548931	2016-09-11	11:30:00	obsr321526	S31553479	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427903476	2016-09-05 17:39:53	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	York	US-ME-031		30			RTs 99 and 109 intersection	L4904165	P	43.3966599	-70.6847048	2016-09-04	13:40:00	obsr766103	S31438234	Incidental	P20	EBIRD				1	0		0	1	0		en route to Kennebunk Plains		
